"CUSTOMER_ID","NAME","CITY"
9720,Yasemin,MARDİN
9726,Sevim,DÜZCE
9735,Fatih,SAMSUN
9742,Özlem,HAKKARİ
9744,İbrahim,KIRKLARELİ
9745,Elif,TEKİRDAĞ
9749,Halil,AĞRI
9753,Yusuf,TRABZON
9754,Hülya,BARTIN
9756,Esra,ANTALYA
9757,Ali,İSTANBUL
9758,Rabia,UŞAK
9760,Büşra,SİNOP
9771,Ayşegül,KARABÜK
9777,Sevim,DİYARBAKIR
9781,Hülya,MALATYA
9791,Songül,DENİZLİ
9794,Fatma,DİYARBAKIR
9796,Aynur,BİNGÖL
9802,Serkan,ESKİŞEHİR
9805,Emre,KIRIKKALE
9808,Mahmut,KİLİS
9810,Hüseyin,BATMAN
9811,Osman,GİRESUN
9815,Sevim,AĞRI
9816,Yağmur,ŞIRNAK
9820,Yasin,RİZE
9822,Abdullah,KIRŞEHİR
9833,Halil,AKSARAY
9838,Hakan,BAYBURT
9841,Burak,BARTIN
9842,Murat,GİRESUN
9847,Rabia,ÇANAKKALE
9853,Ayşe,MARDİN
9865,İbrahim,AMASYA
9866,Melek,BOLU
9552,Zehra,KAYSERİ
9553,Emine,ADANA
9554,Murat,MANİSA
9556,Mehmet,OSMANİYE
9559,Enes,GAZİANTEP
9560,Ali,UŞAK
9563,Songül,AMASYA
9571,Aysel,SAKARYA
9573,Serkan,BOLU
9581,Emre,İZMİR
9583,Enes,RİZE
9584,Metin,MUŞ
9585,Havva,NEVŞEHİR
9588,Songül,ERZURUM
9589,Enes,BATMAN
9590,Kadir,AMASYA
9591,Hatice,MERSİN
9593,Fatih,NİĞDE
9596,Sultan,UŞAK
9598,Halil,DÜZCE
9602,Ayşe,SİNOP
9606,Büşra,ARTVİN
9610,Ayşegül,NEVŞEHİR
9611,Ramazan,UŞAK
9614,Murat,ISPARTA
9617,Yusuf,ŞANLIURFA
9618,Sevim,GAZİANTEP
9621,Yağmur,MUĞLA
9625,Ali,KAYSERİ
9627,Yasemin,ÇORUM
9629,Osman,RİZE
9630,Songül,GİRESUN
9631,Merve,KONYA
9637,Yağmur,ÇORUM
9642,Adem,MANİSA
9647,Hülya,ELAZIĞ
9648,Kübra,BOLU
9649,Sevim,BARTIN
9650,Burak,IĞDIR
9651,Rabia,ŞIRNAK
9653,Özlem,KARABÜK
9659,Ramazan,SAKARYA
9662,Hasan,ANTALYA
9665,Elif,SİİRT
9666,Sevim,TEKİRDAĞ
9667,Fatih,YOZGAT
9668,Dilek,ANKARA
9674,Özlem,BOLU
9685,Melek,BİTLİS
9686,Muhammed,ŞANLIURFA
9694,Aynur,ADANA
9696,Aynur,MERSİN
9699,Hülya,ANKARA
9701,Aysel,SAMSUN
9703,Yağmur,MALATYA
9704,Melek,DÜZCE
9395,Ahmet,MUŞ
9397,Hatice,BATMAN
9399,Büşra,SAMSUN
9400,Rabia,KAHRAMANMARAŞ
9406,Süleyman,MALATYA
9407,Aysel,GİRESUN
9410,Fatma,ÇANKIRI
9418,Emine,MARDİN
9422,Metin,ANKARA
9425,Aysel,KARABÜK
9429,İbrahim,ISPARTA
9440,Merve,ELAZIĞ
9441,Fadime,AKSARAY
9450,Osman,KAYSERİ
9459,Emre,NİĞDE
9461,Fatih,ZONGULDAK
9462,Sultan,AKSARAY
9472,Sultan,GÜMÜŞHANE
9475,Ahmet,ADANA
9477,Emre,TEKİRDAĞ
9478,Ramazan,EDİRNE
9480,Muhammed,MERSİN
9482,Ahmet,DİYARBAKIR
9485,Songül,AFYONKARAHİSAR
9487,Murat,AKSARAY
9492,Osman,AYDIN
9497,Süleyman,DENİZLİ
9499,Emine,MANİSA
9508,Serkan,BALIKESİR
9509,Merve,TRABZON
9514,Leyla,NİĞDE
9516,Ayşe,SAMSUN
9520,Osman,BARTIN
9528,Mustafa,MUŞ
9529,Fatih,KARAMAN
9531,Hakan,ANKARA
9532,Özlem,RİZE
9533,Halil,HATAY
9538,Osman,ORDU
9539,Muhammed,KAYSERİ
9544,Mehmet,TRABZON
9545,Fadime,TOKAT
9546,Furkan,BARTIN
9547,İbrahim,DİYARBAKIR
9548,Havva,BARTIN
9239,Serkan,HAKKARİ
9240,Rabia,İZMİR
9253,Muhammed,ISPARTA
9255,Kadir,BURDUR
9257,Sultan,ORDU
9258,Enes,KIRŞEHİR
9273,Sultan,ADANA
9275,Enes,SİNOP
9277,Hakan,ŞIRNAK
9279,Aysel,KAHRAMANMARAŞ
9285,Aysel,KARAMAN
9289,Fadime,BATMAN
9290,Havva,BALIKESİR
9292,Enes,BİTLİS
9307,Meryem,SAMSUN
9314,Aysel,KAYSERİ
9315,Hüseyin,ÇANKIRI
9320,Serkan,KIRKLARELİ
9323,Burak,KOCAELİ
9328,Rabia,DİYARBAKIR
9329,Fadime,ERZURUM
9335,Ahmet,DÜZCE
9337,Rabia,GİRESUN
9344,Furkan,VAN
9348,Yağmur,ÇANAKKALE
9350,Mustafa,SİİRT
9352,Melek,GÜMÜŞHANE
9357,Emine,AKSARAY
9360,Halil,BURDUR
9363,Özlem,GÜMÜŞHANE
9368,Osman,AKSARAY
9369,Yasemin,OSMANİYE
9370,Zehra,KASTAMONU
9379,Osman,TUNCELİ
9380,Abdullah,ADIYAMAN
9384,Özlem,GİRESUN
9388,Enes,KİLİS
9390,Zehra,KİLİS
9391,Songül,DÜZCE
9392,Mehmet,VAN
9086,Kadir,ÇANKIRI
9092,Ahmet,NEVŞEHİR
9096,Ayşegül,TRABZON
9097,Osman,KARS
9101,Tuğba,KİLİS
9106,Yasin,TOKAT
9113,Ayşe,İSTANBUL
9114,Mehmet,VAN
9118,Metin,BİNGÖL
9122,Hülya,ERZURUM
9129,Sultan,KIRKLARELİ
9133,Yağmur,TEKİRDAĞ
9135,Dilek,GAZİANTEP
9136,Recep,HAKKARİ
9137,Mehmet,NİĞDE
9138,Emre,AFYONKARAHİSAR
9141,Melek,BİLECİK
9147,Fatih,BİTLİS
9150,Ayşe,BATMAN
9154,Yasin,HAKKARİ
9158,Mustafa,SİİRT
9159,Merve,BİNGÖL
9163,Murat,ISPARTA
9165,Adem,BİLECİK
9166,Muhammed,KARS
9168,Zehra,IĞDIR
9176,Metin,SAKARYA
9182,Fadime,VAN
9183,Sevim,AĞRI
9185,Abdullah,ISPARTA
9186,Furkan,İZMİR
9197,Yasin,İSTANBUL
9198,Mehmet,YOZGAT
9203,Zeynep,KONYA
9212,Serkan,KAYSERİ
9214,Dilek,KONYA
9218,Aysel,KIRIKKALE
9222,Fatma,TOKAT
9225,Fatih,MALATYA
9227,Ayşe,KIRKLARELİ
9228,Ramazan,BALIKESİR
9233,Emre,MALATYA
9237,Ömer,ZONGULDAK
9238,Ali,BİLECİK
8927,Hüseyin,HATAY
8930,Hülya,RİZE
8936,Serkan,ZONGULDAK
8946,Ramazan,MERSİN
8949,Hatice,VAN
8953,Mehmet,ESKİŞEHİR
8957,Süleyman,AKSARAY
8961,Elif,AMASYA
8969,Adem,GÜMÜŞHANE
8970,Ahmet,SİVAS
8975,Tuğba,KIRŞEHİR
8979,Kadir,YOZGAT
8981,Zehra,MARDİN
8987,İsmail,BAYBURT
8999,Yasin,KARABÜK
9000,Adem,AKSARAY
9005,Fatih,RİZE
9007,Furkan,BİNGÖL
9013,Zehra,KIRŞEHİR
9015,Serkan,ERZİNCAN
9017,Hakan,ISPARTA
9018,Songül,SİVAS
9022,Havva,BAYBURT
9023,Ömer,KAHRAMANMARAŞ
9025,Zeynep,ISPARTA
9029,Kübra,İZMİR
9035,Fadime,IĞDIR
9038,Fadime,BATMAN
9040,Sevim,ERZURUM
9042,Aysel,ARTVİN
9048,Osman,KOCAELİ
9053,Emre,KARS
9054,Zeynep,KİLİS
9061,Sultan,KİLİS
9062,Ahmet,ELAZIĞ
9068,Hülya,BURDUR
9069,Hatice,KIRKLARELİ
9077,Fatih,ŞIRNAK
9079,Özlem,BURSA
8774,Fatih,ORDU
8777,Muhammed,ANTALYA
8782,Kübra,IĞDIR
8783,Muhammed,GAZİANTEP
8785,Kadir,MUŞ
8787,Ali,BURSA
8790,Abdullah,GAZİANTEP
8798,Hatice,KARABÜK
8802,Zeynep,GİRESUN
8808,Furkan,ZONGULDAK
8813,Dilek,NEVŞEHİR
8814,Zeynep,KONYA
8821,Hakan,BURSA
8825,Ayşe,İSTANBUL
8827,İbrahim,BARTIN
8828,Zeynep,AMASYA
8834,Mustafa,KIRKLARELİ
8838,Hacer,TUNCELİ
8851,Abdullah,OSMANİYE
8852,Murat,KOCAELİ
8861,Rabia,SİVAS
8863,Merve,AĞRI
8868,Ramazan,AKSARAY
8874,Süleyman,KOCAELİ
8877,Furkan,EDİRNE
8881,Zeynep,MUŞ
8884,Metin,BATMAN
8887,Hakan,BİTLİS
8888,Enes,BARTIN
8895,Tuğba,TRABZON
8907,Fadime,DİYARBAKIR
8908,Songül,GÜMÜŞHANE
8618,Hakan,ERZİNCAN
8621,İbrahim,BALIKESİR
8622,Hakan,ARTVİN
8625,Songül,ADIYAMAN
8626,Tuğba,KAYSERİ
8631,Sultan,EDİRNE
8647,Yasin,ORDU
8652,Zehra,SİNOP
8655,Abdullah,KAYSERİ
8656,Sevim,UŞAK
8672,Havva,ADIYAMAN
8674,Serkan,BATMAN
8676,Mustafa,ŞIRNAK
8678,Tuğba,ÇANAKKALE
8679,Dilek,HAKKARİ
8683,Fatma,ÇANKIRI
8686,Kübra,GÜMÜŞHANE
8688,Ayşe,VAN
8693,Mustafa,SAMSUN
8694,Murat,MARDİN
8695,Ali,BURDUR
8697,Murat,SİVAS
8698,Hakan,IĞDIR
8705,Melek,GÜMÜŞHANE
8710,Özlem,DİYARBAKIR
8716,Adem,ANKARA
8717,Yağmur,ESKİŞEHİR
8721,Hülya,BURDUR
8726,Fatih,NİĞDE
8727,Kübra,ARTVİN
8729,Emre,ADIYAMAN
8734,Burak,MARDİN
8741,Havva,VAN
8746,Havva,KASTAMONU
8460,Yasin,BİNGÖL
8463,Burak,DENİZLİ
8468,Hüseyin,BURDUR
8473,Murat,TRABZON
8475,Abdullah,ADANA
8478,Leyla,NİĞDE
8479,Yasemin,BALIKESİR
8480,Fatma,DENİZLİ
8481,Mahmut,ARTVİN
8485,Fatih,TRABZON
8487,Serkan,TEKİRDAĞ
8493,Ali,GAZİANTEP
8499,Yasemin,GİRESUN
8501,Sultan,KOCAELİ
8505,Zeynep,MUĞLA
8506,Ayşe,MUŞ
8510,Muhammed,YALOVA
8527,Murat,KAHRAMANMARAŞ
8528,Sevim,KARAMAN
8529,Fatih,MERSİN
8536,Aynur,KIRIKKALE
8537,Leyla,DÜZCE
8541,Metin,ISPARTA
8543,Meryem,NİĞDE
8547,Hakan,MANİSA
8549,Aysel,GÜMÜŞHANE
8560,Zehra,HATAY
8578,Kübra,ELAZIĞ
8583,Süleyman,ANKARA
8587,Meryem,ERZURUM
8590,Ömer,ERZİNCAN
8598,Ayşegül,KARAMAN
8604,Songül,BAYBURT
8612,Burak,BATMAN
8309,Ayşegül,KONYA
8312,Yasin,BAYBURT
8313,Enes,ARDAHAN
8317,Aysel,KAYSERİ
8326,Sultan,ELAZIĞ
8329,Fatma,IĞDIR
8331,Kadir,MUĞLA
8332,Mehmet,ESKİŞEHİR
8333,Yusuf,BARTIN
8334,Aynur,ORDU
8341,Büşra,DENİZLİ
8348,Zehra,KARAMAN
8349,Süleyman,ŞANLIURFA
8350,Recep,KARAMAN
8352,Ramazan,KARAMAN
8353,Meryem,RİZE
8357,Adem,BİNGÖL
8365,Ayşegül,UŞAK
8366,Ahmet,ANKARA
8367,Serkan,ARDAHAN
8368,Ömer,SİNOP
8369,Meryem,OSMANİYE
8370,Elif,YALOVA
8372,Yasin,ARDAHAN
8380,Ayşegül,ZONGULDAK
8381,Ahmet,KIRŞEHİR
8383,Abdullah,TOKAT
8391,Rabia,BİTLİS
8397,Hülya,BATMAN
8398,Rabia,ARTVİN
8400,Hatice,KIRIKKALE
8405,Fatih,ERZİNCAN
8406,Serkan,İSTANBUL
8407,Hasan,ESKİŞEHİR
8409,Yasin,HAKKARİ
8413,Melek,OSMANİYE
8420,İbrahim,ÇANAKKALE
8432,Ömer,TRABZON
8435,Yasemin,KARAMAN
8442,Adem,DİYARBAKIR
8443,Furkan,AKSARAY
8444,Esra,ORDU
8452,Yasemin,TRABZON
8149,Rabia,ARTVİN
8154,Rabia,AKSARAY
8158,Merve,BAYBURT
8159,Burak,GAZİANTEP
8163,Murat,VAN
8164,Yusuf,SİNOP
8166,Recep,HAKKARİ
8172,Yusuf,ERZİNCAN
8173,Recep,AMASYA
8183,Özlem,BATMAN
8190,Elif,KARAMAN
8203,Ayşe,MERSİN
8205,Hakan,KARS
8207,Yağmur,BALIKESİR
8210,Enes,ORDU
8211,Serkan,AFYONKARAHİSAR
8222,Kübra,AYDIN
8223,Havva,ZONGULDAK
8225,Esra,VAN
8230,Ramazan,AMASYA
8238,Ali,AĞRI
8239,Burak,TUNCELİ
8241,Metin,KARAMAN
8242,Elif,TEKİRDAĞ
8247,Fadime,KÜTAHYA
8248,Adem,GİRESUN
8255,Süleyman,BURSA
8262,Abdullah,AYDIN
8266,Fadime,ESKİŞEHİR
8273,Osman,MERSİN
8274,Sevim,KARS
8275,Rabia,KARAMAN
8280,Fatih,AYDIN
8285,Zehra,KİLİS
8292,Emre,BAYBURT
8294,Yağmur,MUĞLA
8295,Ömer,AFYONKARAHİSAR
8296,Melek,AĞRI
8297,Ömer,ARDAHAN
8300,Hatice,AĞRI
7988,Merve,ANTALYA
8005,Zehra,RİZE
8014,Ramazan,BAYBURT
8015,Halil,ERZURUM
8027,Yasemin,ÇANAKKALE
8041,Zeynep,MANİSA
8050,Tuğba,UŞAK
8054,Burak,GİRESUN
8056,Ayşe,ESKİŞEHİR
8058,Muhammed,MUŞ
8060,Yusuf,ELAZIĞ
8062,Songül,GİRESUN
8063,Furkan,TEKİRDAĞ
8068,Ayşegül,KASTAMONU
8075,Fatih,SİNOP
8082,Recep,DİYARBAKIR
8083,Hasan,KARS
8088,Fadime,ŞIRNAK
8089,Yusuf,TEKİRDAĞ
8091,Özlem,TEKİRDAĞ
8096,Dilek,SAKARYA
8103,Serkan,VAN
8107,Tuğba,BATMAN
8121,Fadime,ANTALYA
8122,Serkan,GÜMÜŞHANE
8124,Elif,DENİZLİ
8133,Fatih,ÇORUM
8144,Fadime,YALOVA
7843,Meryem,MUĞLA
7850,Songül,ELAZIĞ
7851,Hacer,ARDAHAN
7856,Yağmur,MARDİN
7870,Yusuf,MARDİN
7880,Furkan,KIRKLARELİ
7884,Ramazan,AFYONKARAHİSAR
7894,Kadir,KARAMAN
7897,Yasin,BATMAN
7904,Recep,DENİZLİ
7909,Süleyman,NİĞDE
7918,Tuğba,SAMSUN
7928,Fatih,KIRŞEHİR
7930,Ayşegül,KIRŞEHİR
7931,Yusuf,ISPARTA
7936,Aysel,ARDAHAN
7937,Sevim,ANKARA
7941,Hatice,ÇANAKKALE
7945,Halil,BİTLİS
7947,Kadir,ERZİNCAN
7953,Emre,SAKARYA
